 6.851459276 0.07692298852 2.505059215 -1457.557767
 6.162492328 0.06777515351 2.507143537 -1457.782847
 7.540426224 0.08607082354 2.502974893 -1457.805036
 6.850611572 0.1722276449 2.643133316 -1458.089928
 6.852306981 -0.01838166789 2.366985114 -1458.018016
 6.846733041 0.3844989069 2.29272813 -1458.223608
 6.161644624 0.1630798099 2.645217638 -1458.297336
 6.856185512 -0.2306529298 2.7173903 -1457.81304
 6.163340033 -0.0275295029 2.369069436 -1458.2486
 6.157766093 0.3753510719 2.294812452 -1458.410517
 6.167218564 -0.2398007648 2.719474622 -1458.048425
 7.53957852 0.1813754799 2.641048994 -1458.354585
 7.541273929 -0.009233832874 2.364900792 -1458.244981
 7.535699989 0.3936467419 2.290643808 -1458.49428
 7.54515246 -0.2215050948 2.715305978 -1458.051591
 6.845885336 0.4798035633 2.430802231 -1458.629031
 6.855337807 -0.1353482734 2.855464401 -1458.334196
 6.847580745 0.2891942505 2.154654029 -1458.716908
 6.857033216 -0.3259575862 2.579316199 -1458.301299
 6.156918388 0.4706557283 2.432886553 -1458.808602
 6.166370859 -0.1444961084 2.857548723 -1458.5388
 6.158613797 0.2800464155 2.156738351 -1458.933446
 6.168066268 -0.3351054213 2.581400521 -1458.561118
 7.534852284 0.4889513983 2.428717909 -1458.904353
 7.544304755 -0.1262004384 2.853380079 -1458.580901
 7.536547693 0.2983420855 2.152569707 -1458.972308
 7.546000164 -0.3168097512 2.577231877 -1458.51596
 5.47352538 0.0586273185 2.509227859 -1458.266704
 8.229393172 0.09521865855 2.500890571 -1458.985096
 6.849763867 0.2675323013 2.781207417 -1459.422797
 6.853154685 -0.1136863243 2.228911013 -1459.54621
 6.860911747 -0.5382288482 2.929721385 -1458.361533
 5.472677676 0.1539319749 2.64730196 -1458.738413
 5.474373085 -0.03667733791 2.371153758 -1458.74092
 5.468799145 0.3662032369 2.296896774 -1458.869626
 5.478251616 -0.2489485999 2.721558944 -1458.528663
 6.160796919 0.2583844663 2.783291739 -1459.616323
 6.164187737 -0.1228341593 2.230995335 -1459.82008
 6.171944799 -0.5473766832 2.931805707 -1458.597563
 8.228545468 0.190523315 2.638964672 -1459.539622
 8.230240877 -8.599786042e-05 2.36281647 -1459.412525
 8.224666937 0.4027945769 2.288559486 -1459.694006
 8.234119408 -0.2123572598 2.713221656 -1459.226923
 7.538730815 0.2766801364 2.779123095 -1459.700252
 7.542121633 -0.1045384893 2.226826691 -1459.746106
 7.549878695 -0.5290810132 2.927637063 -1458.60078
 6.845037632 0.5751082197 2.568876332 -1459.829989
 6.854490103 -0.04004361701 2.993538502 -1459.710452
 6.860064043 -0.4429241918 3.067795486 -1458.886028
 6.857880921 -0.4212622427 2.441242098 -1460.00504
 6.861759452 -0.6335335046 2.791647284 -1458.922237
 5.46795144 0.4615078933 2.434970875 -1459.240636
 5.477403911 -0.1536439434 2.859633045 -1458.998798
 5.469646849 0.2708985804 2.158822673 -1459.396029
 5.47909932 -0.3442532563 2.583484843 -1459.066125
 6.156070684 0.5659603847 2.570960654 -1460.006563
 6.165523155 -0.04919145203 2.995622824 -1459.910873
 6.171097095 -0.4520720268 3.069879808 -1459.10254
 6.172792504 -0.6426813396 2.793731606 -1459.206585
 8.233271703 -0.1170526034 2.851295757 -1459.783705
 8.234967112 -0.3076619162 2.575147555 -1459.668261
 7.543457051 -0.030895782 2.99145418 -1459.988419
 7.549030991 -0.4337763568 3.065711164 -1459.144783
 7.5507264 -0.6243856696 2.789562962 -1459.159748
 5.482977851 -0.5565245182 2.933890029 -1459.079057
 8.238845643 -0.5199331782 2.925552741 -1459.781148
 5.482130147 -0.4612198618 3.07196413 -1459.574558
 4.784558432 0.04947948348 2.511312181 -1458.860314
 5.483825556 -0.6518291746 2.795815928 -1459.690253
 6.865637983 -0.8458047665 3.14205247 -1458.971185
 4.783710728 0.1447841399 2.649386282 -1459.326955
 4.785406137 -0.04582517293 2.37323808 -1459.371774
 4.779832197 0.3570554018 2.298981096 -1459.455277
 4.789284668 -0.2580964349 2.723643266 -1459.145536
 6.176671035 -0.8549526016 3.144136792 -1459.203193
 7.554604931 -0.8366569315 3.139968148 -1459.219494
 6.864790278 -0.7505001101 3.280126571 -1459.555337
 6.866485687 -0.941109423 3.003978369 -1459.522798
 4.778984492 0.4523600583 2.437055197 -1459.810549
 4.788436963 -0.1627917785 2.861717367 -1459.594907
 4.780679901 0.2617507454 2.160906995 -1459.999785
 4.790132372 -0.3534010913 2.585569165 -1459.707969
 6.17582333 -0.7596479452 3.282210893 -1459.756507
 6.177518739 -0.950257258 3.006062691 -1459.783617
 7.553757226 -0.7413522751 3.278042249 -1459.80661
 7.555452635 -0.9319615879 3.001894047 -1459.744469
 4.794010903 -0.5656723532 2.935974351 -1459.696391
 5.487704087 -0.8641004366 3.146221113 -1459.696704
 4.095591484 0.04033164847 2.513396503 -1459.567283
 6.870364218 -1.153380685 3.354383555 -1459.53158
 4.09474378 0.1356363049 2.651470604 -1460.025538
 4.10031772 -0.2672442699 2.725727588 -1459.842674
 6.18139727 -1.16252852 3.356467876 -1459.76632
 7.559331166 -1.14423285 3.352299233 -1459.791508
 6.871211923 -1.248685341 3.216309454 -1459.98798
 6.875090454 -1.460956603 3.566714639 -1460.035776
