2 3 0 0
2 1 0 1
2 2 0 2
2 3 0 3
2 4 0 4
2 4 0 5
2 4 0 6
2 0 0 7
2 2 0 8
2 3 0 9
2 4 1 0
2 4 1 1
2 11 1 2
2 6 1 3
2 5 1 4
2 6 1 5
2 4 1 6
2 3 1 7
2 5 1 8
2 2 1 9
2 3 2 0
2 5 2 1
2 4 2 2
2 3 2 3
2 3 2 4
2 9 2 5
2 7 2 6
2 4 2 7
2 2 2 8
2 4 2 9
2 7 3 0
2 5 3 1
2 4 3 2
2 2 3 3
2 3 3 4
2 4 3 5
2 3 3 6
2 8 3 7
2 7 3 8
2 2 3 9
2 4 4 0
2 4 4 1
2 4 4 2
2 8 4 3
2 4 4 4
2 6 4 5
2 8 4 6
2 7 4 7
2 10 4 8
2 8 4 9
2 10 5 0
2 5 5 1
2 2 5 2
2 5 5 3
2 5 5 4
2 5 5 5
2 10 5 6
2 3 5 7
2 6 5 8
2 9 5 9
2 4 6 0
2 11 6 1
2 11 6 2
2 8 6 3
2 6 6 4
2 8 6 5
2 10 6 6
2 5 6 7
2 7 6 8
2 8 6 9
2 5 7 0
2 11 7 1
2 9 7 2
2 7 7 3
2 5 7 4
2 5 7 5
2 6 7 6
2 8 7 7
2 8 7 8
2 9 7 9
2 10 8 0
2 9 8 1
2 9 8 2
2 10 8 3
2 9 8 4
2 5 8 5
2 12 8 6
2 8 8 7
2 5 8 8
2 8 8 9
2 8 9 0
2 10 9 1
2 12 9 2
2 12 9 3
2 9 9 4
2 8 9 5
2 10 9 6
2 10 9 7
2 9 9 8
2 13 9 9
